
2	0.029069
4	0.027701
8	0.026952
16	0.029055
32	0.029964
64	0.034522
128	0.035678
256	0.036447
512	0.042344
1024	0.048820
2048	0.062568
4096	0.056212
8192	0.090130
16384	0.147945
32768	0.260002
65536	0.504418
131072	1.016121
262144	2.057953
524288	3.818857
1048576	7.598017
2097152	15.021679
4194304	30.091119
8388608	59.935665
16777216	119.055029
