2		0.020
4		0.023
8		0.025
16		0.025
32		0.038
64		0.039
128		0.058
256		0.099
512		0.417
1024		0.752
2048		1.502
4096		2.956
8192		5.986
16384		13.241
32768		24.244
65536		47.863
131072		128.939
262144		254.913
524288		521.422
1048576		1050.623
2097152		2098.146
4194304		8594.378
8388608		17299.698
16777216	36049.763
